"Word","Length","Freq_KF","Freq_HAL","BG_Freq_By_Pos"
"disperse","8","2","548","3993"
"dispirit","8","NULL","0","2722"
"displace","8","3","369","2652"
"displays","8","21","9779","2407"
"disposal","8","20","2560","2539"
"disposed","8","18","1084","3223"
"disprove","8","3","1576","2202"
"disputed","8","2","1794","3202"
"disputes","8","8","2210","3010"
"disquiet","8","1","39","2088"
"dissents","8","2","59","3387"
"disrupts","8","1","213","2027"
"distaste","8","8","412","3742"
"disunite","8","NULL","0","3020"
"disunity","8","3","89","2590"
"dissolve","8","6","1806","2337"
"dissuade","8","3","431","2329"
"distally","8","1","3","3287"
"distance","8","108","29802","3421"
"distinct","8","42","7191","4477"
"distract","8","2","1191","3478"
"distress","8","15","2032","3957"
"disunion","8","1","13","2782"
"district","8","135","19101","3608"
"distrust","8","6","1099","3189"
"diuretic","8","NULL","179","2844"
"divisive","8","5","545","1979"
"diverted","8","3","766","4126"
"dividend","8","6","1542","2086"
"dividing","8","7","1868","3255"
"divinely","8","3","286","2383"
"divine's","8","1","4","2317"
"divining","8","1","102","3772"
"divinity","8","7","1093","2487"
"division","8","107","35084","2445"
"divorced","8","8","2605","2521"
"divorcee","8","2","129","1811"
"Doberman","8","1","703","2504"
"docilely","8","1","9","1943"
"docility","8","NULL","28","1800"
"docketed","8","1","2","2730"
"dockside","8","2","59","1445"
"dockyard","8","NULL","33","1223"
"doctoral","8","NULL","1303","1846"
"doctored","8","4","267","2387"
"doctor's","8","18","2110","1499"
"doctrine","8","46","5731","2554"
"document","8","13","57743","1580"
"dogfight","8","NULL","311","632"
"doggedly","8","2","56","1630"
"doghouse","8","1","176","1116"
"dogmatic","8","4","826","1898"
"doldrums","8","1","84","1012"
"dolorous","8","NULL","10","1738"
"dolphins","8","4","1614","2065"
"Domesday","8","1","53","1681"
"domestic","8","63","12573","2973"
"domicile","8","1","188","1987"
"dominant","8","65","5947","2408"
"dominate","8","8","3176","2895"
"DiMaggio","8","1","191","1655"
"dimesize","8","1","0","2120"
"diminish","8","3","1295","2456"
"dingdong","8","NULL","8","2855"
"dinosaur","8","1","2381","1841"
"diocesan","8","5","74","2477"
"dioramas","8","1","185","1866"
"diplomat","8","5","1166","2383"
"dipstick","8","NULL","164","2285"
"directed","8","68","17588","3272"
"directly","8","141","69933","2256"
"director","8","101","36607","2479"
"disabled","8","10","9664","3198"
"disabuse","8","2","108","2216"
"disarmed","8","3","1236","3175"
"disagree","8","7","25581","2420"
"disallow","8","NULL","659","2400"
"disarray","8","2","226","2517"
"disaster","8","26","8160","3403"
"disciple","8","4","1154","2417"
"disclaim","8","NULL","381","2293"
"disclose","8","9","1067","2304"
"discount","8","12","12560","2595"
"discover","8","40","11099","2836"
"discreet","8","3","2229","2457"
"discrete","8","7","3383","2984"
"disdains","8","1","36","2962"
"diseased","8","1","464","3324"
"diseases","8","19","6487","3132"
"disfavor","8","1","115","2035"
"disgrace","8","3","1264","2548"
"disguise","8","5","2140","2278"
"dishonor","8","2","223","2731"
"disjoint","8","NULL","180","3023"
"disliked","8","11","1083","3002"
"dislikes","8","4","952","2810"
"dislodge","8","2","283","2181"
"disloyal","8","2","113","2299"
"dismayed","8","1","598","2775"
"dismount","8","NULL","371","2349"
"designed","8","108","43004","2981"
"designer","8","18","9484","2721"
"disorder","8","7","4525","3098"
"deserved","8","12","3138","4101"
"deserves","8","16","6860","3909"
"desiring","8","5","588","3992"
"desirous","8","1","231","2192"
"deskwork","8","NULL","0","1774"
"desolate","8","6","378","3104"
"despised","8","3","698","3079"
"despises","8","1","190","2887"
"despotic","8","NULL","693","2837"
"desserts","8","2","586","3655"
"destined","8","9","1975","5032"
"destruct","8","NULL","608","2739"
"detached","8","12","1195","2852"
"detailed","8","52","21090","3066"
"detained","8","1","2006","3872"
"detected","8","12","5250","3561"
"detector","8","3","3034","2768"
"detested","8","3","105","4117"
"dethrone","8","NULL","154","2292"
"detonate","8","NULL","2243","2996"
"detoured","8","2","56","2923"
"develops","8","11","3953","2065"
"deviance","8","2","109","2189"
"deviancy","8","NULL","70","2039"
"deviants","8","2","205","2329"
"deviated","8","1","208","3074"
"devilish","8","3","250","2456"
"devising","8","1","365","3692"
"devotees","8","3","926","2603"
"devoting","8","10","316","3654"
"devotion","8","19","2010","2561"
"devoured","8","1","370","2713"
"devoutly","8","1","107","1652"
"dewdrops","8","1","14","1358"
"Dexter's","8","1","41","3283"
"dextrous","8","2","61","1703"
"diabetes","8","4","5305","2515"
"diabetic","8","2","1343","2424"
"diabolic","8","NULL","2632","1912"
"diagnose","8","3","1451","1418"
"diagonal","8","4","1275","2139"
"diagrams","8","8","2630","1689"
"dialects","8","4","1757","2299"
"dialogue","8","12","7883","1614"
"dialysis","8","12","266","1838"
"dialyzed","8","4","2","2126"
"diameter","8","45","5984","2714"
"diamonds","8","7","2489","1933"
"diarrhea","8","7","1214","1731"
"diatomic","8","2","34","2109"
"diatonic","8","NULL","244","2524"
"diatribe","8","NULL","861","2081"
"dictated","8","5","1219","3101"
"dictates","8","9","1576","2909"
"dictator","8","7","1437","2308"
"didactic","8","NULL","145","2323"
"diehards","8","1","108","1511"
"dietetic","8","1","70","3003"
"differed","8","13","555","3666"
"diffract","8","NULL","5","1835"
"diffused","8","2","354","2279"
"diffuses","8","1","93","2087"
"digested","8","1","14971","3434"
"dilating","8","1","96","4015"
"dilation","8","2","597","2922"
"dilatory","8","NULL","23","2136"
"dilemmas","8","2","544","1906"
"diligent","8","2","510","2572"
"diluting","8","3","194","3688"
"dilution","8","7","590","2595"
"degassed","8","1","9","2577"
"degraded","8","1","927","2719"
"dejected","8","NULL","117","2621"
"Delaware","8","27","3691","2131"
"delegate","8","8","1540","2963"
"delivery","8","19","17823","2965"
"deletion","8","NULL","958","3092"
"delicacy","8","5","248","2383"
"delicate","8","27","2797","3304"
"delights","8","3","639","2113"
"delimits","8","1","15","2465"
"delirium","8","3","435","2334"
"delivers","8","6","1982","3058"
"deloused","8","1","10","2864"
"deltoids","8","2","59","1983"
"deluding","8","1","232","3430"
"delusion","8","2","2503","2493"
"delusory","8","NULL","29","2002"
"demagogy","8","NULL","67","1565"
"demanded","8","42","3829","2968"
"demander","8","1","146","2708"
"demeanor","8","2","668","2360"
"demented","8","1","826","3516"
"Democrat","8","13","4989","2609"
"demolish","8","NULL","406","2443"
"demoniac","8","2","26","2254"
"demotion","8","NULL","463","2736"
"denoting","8","5","292","4110"
"denounce","8","5","889","2267"
"dentists","8","4","677","3376"
"dentures","8","1","192","3232"
"Denver's","8","1","123","3498"
"departed","8","9","1061","3054"
"depended","8","9","1132","3347"
"deplores","8","3","60","2991"
"depicted","8","8","1626","3049"
"deplored","8","2","85","3183"
"deployed","8","3","1690","2467"
"deportee","8","NULL","13","2528"
"deposits","8","6","2010","2219"
"depraved","8","2","474","2815"
"deranged","8","2","787","3553"
"deprived","8","8","2050","2925"
"deputies","8","13","1056","2756"
"deputize","8","NULL","10","2134"
"deputy's","8","2","6","1709"
"derelict","8","1","179","3376"
"derision","8","4","383","3215"
"derisive","8","NULL","148","2749"
"derisory","8","NULL","13","2724"
"deriving","8","4","582","3876"
"derogate","8","1","11","3091"
"derriere","8","1","128","3682"
"descends","8","2","413","2757"
"describe","8","41","22980","2226"
"deserted","8","15","1047","4491"
"deserter","8","NULL","47","4231"
"Darwin's","8","1","333","2591"
"dateline","8","NULL","567","3411"
"daughter","8","72","19485","1621"
"daunting","8","NULL","657","3275"
"daybreak","8","1","125","845"
"daydream","8","NULL","343","858"
"daylight","8","15","2085","922"
"dazzling","8","9","464","2514"
"deadened","8","1","41","3996"
"deadline","8","6","6286","3730"
"deadlock","8","10","570","2260"
"deadness","8","1","12","3094"
"deadwood","8","1","86","2089"
"deafened","8","1","56","3573"
"dealer's","8","2","916","4009"
"dealings","8","7","1726","4296"
"Dearborn","8","2","697","2512"
"deathbed","8","2","346","3182"
"debating","8","4","3087","3724"
"debility","8","NULL","15","2270"
"debonair","8","1","34","1614"
"debuting","8","2","51","3485"
"decadent","8","2","386","2617"
"decanted","8","2","17","3436"
"decanter","8","NULL","40","3176"
"decaying","8","4","558","3355"
"deceased","8","10","1931","2974"
"decedent","8","2","48","2800"
"deceit's","8","1","0","2161"
"deceived","8","5","894","2703"
"deceives","8","1","59","2511"
"December","8","62","23815","2379"
"decently","8","1","611","2654"
"deciding","8","12","5757","3609"
"decimals","8","1","273","2225"
"decimate","8","NULL","159","2963"
"decipher","8","NULL","1106","2399"
"decision","8","119","36601","2799"
"decisive","8","19","1324","2333"
"deckhand","8","NULL","7","2317"
"declared","8","66","10861","3212"
"declares","8","11","1926","3020"
"declined","8","17","2937","4156"
"declines","8","6","764","3964"
"decorate","8","2","390","3649"
"decrease","8","15","6441","2494"
"deerskin","8","NULL","53","2635"
"decrepit","8","NULL","188","2454"
"decrying","8","1","191","3369"
"dedicate","8","NULL","838","3020"
"deducing","8","1","52","3249"
"deducted","8","4","704","2718"
"deepened","8","2","219","3309"
"defacing","8","1","61","3259"
"defeated","8","15","4556","3105"
"defecate","8","NULL","126","2780"
"defector","8","NULL","183","2141"
"defended","8","18","2432","3080"
"defender","8","3","6112","2820"
"defenses","8","12","1889","2842"
"deferent","8","2","8","3707"
"deferred","8","1","739","3888"
"defiance","8","7","765","2088"
"deficits","8","1","1715","2281"
"defining","8","10","5563","3825"
"definite","8","37","6226","2970"
"deflated","8","1","169","3060"
"deflower","8","NULL","24","2182"
"deforest","8","NULL","159","2967"
"deftness","8","1","6","2397"
"cruisers","8","2","770","2376"
"cruising","8","7","2340","3024"
"crumbled","8","3","331","2091"
"crumpled","8","4","339","2109"
"crunched","8","1","187","2263"
"crusader","8","1","1337","1745"
"crusades","8","1","824","1813"
"crushers","8","1","73","2377"
"crushing","8","7","1406","2788"
"crutches","8","6","291","1805"
"crystals","8","8","2470","1506"
"cucumber","8","NULL","690","1188"
"culinary","8","NULL","451","1833"
"culpable","8","NULL","316","1052"
"culprits","8","2","435","1497"
"cultural","8","55","19229","1536"
"cultured","8","4","854","2077"
"cultures","8","12","8780","1885"
"cumulate","8","1","7","1996"
"cupboard","8","2","564","788"
"curative","8","1","113","2075"
"curbside","8","3","60","1241"
"curdling","8","1","45","3141"
"curlicue","8","NULL","8","1648"
"currants","8","1","139","2118"
"currency","8","12","9721","2240"
"currents","8","9","1616","2530"
"curtains","8","8","894","2463"
"curtness","8","1","3","2164"
"cushions","8","2","427","1307"
"Custer's","8","1","68","3494"
"customer","8","27","32952","2318"
"cuteness","8","NULL","285","2885"
"cuttings","8","1","458","3350"
"Cyclades","8","1","173","1364"
"cyclical","8","1","459","1476"
"cylinder","8","18","4895","1985"
"cynicism","8","4","934","1182"
"czarship","8","1","0","872"
"dabbling","8","2","245","2768"
"daffodil","8","NULL","83","763"
"daintily","8","1","48","2072"
"daiquiri","8","NULL","34","920"
"dairyman","8","NULL","22","1256"
"damaging","8","3","3400","2474"
"Damascus","8","3","535","1029"
"dampened","8","3","140","2847"
"dampness","8","2","129","1984"
"dandruff","8","NULL","214","1491"
"dangling","8","4","1103","3520"
"Danubian","8","1","9","1682"
"darkened","8","7","716","3320"
"darkness","8","43","12621","2480"
"darkroom","8","NULL","652","1619"
"coursing","8","1","833","4521"
"courtesy","8","7","9139","3913"
"courtier","8","5","30","3933"
"courting","8","3","269","4951"
"Courtney","8","1","1732","2987"
"couscous","8","NULL","191","2817"
"cousin's","8","1","282","4080"
"covenant","8","3","3267","3536"
"Coventry","8","1","1607","3297"
"coverage","8","25","14414","4192"
"coverall","8","2","25","4499"
"covering","8","32","10313","5776"
"coverlet","8","2","31","4140"
"covertly","8","1","336","3987"
"coveting","8","1","68","4733"
"covetous","8","NULL","51","2785"
"cowardly","8","3","1251","2542"
"coward's","8","3","40","2575"
"cowbirds","8","3","19","2228"
"cowboy's","8","1","88","2284"
"cowering","8","1","208","5535"
"cowhands","8","1","14","2644"
"coxswain","8","NULL","70","2775"
"crackers","8","4","1331","3064"
"cracking","8","15","1853","3592"
"crackled","8","1","89","3075"
"crackles","8","1","107","2883"
"crackpot","8","1","612","1906"
"crannies","8","2","107","2817"
"crashing","8","7","3622","3488"
"crawfish","8","NULL","153","1758"
"crawling","8","8","1560","3487"
"crayfish","8","NULL","87","1764"
"creaking","8","5","176","3379"
"creamery","8","1","18","2843"
"creating","8","29","25598","4152"
"creation","8","46","22642","3059"
"creative","8","49","19097","2593"
"creators","8","2","2517","2366"
"creature","8","15","16556","2262"
"credence","8","NULL","804","2592"
"credible","8","2","3113","1955"
"credibly","8","1","122","1844"
"credited","8","12","2567","3031"
"creditor","8","NULL","248","2238"
"creepers","8","3","64","2859"
"creeping","8","8","1065","3408"
"cremated","8","1","184","3042"
"crescent","8","2","1867","2276"
"crevasse","8","NULL","1598","1836"
"crevices","8","1","103","2424"
"cribbage","8","NULL","94","1285"
"crickets","8","2","505","1863"
"criminal","8","24","19615","2983"
"cringing","8","3","215","3313"
"crinkles","8","1","25","2591"
"crippled","8","6","1523","2492"
"criteria","8","11","11055","3741"
"critical","8","58","20425","2685"
"critic's","8","1","115","2412"
"critique","8","1","2433","1891"
"critters","8","3","1539","3039"
"croaking","8","1","66","3091"
"crockery","8","NULL","60","2795"
"Cromwell","8","21","452","1610"
"crooning","8","1","59","3614"
"cropping","8","1","481","3361"
"crossbar","8","NULL","155","1765"
"crossbow","8","NULL","624","1619"
"crosscut","8","NULL","50","1722"
"crossing","8","21","5172","3451"
"crouched","8","16","471","2590"
"crowbait","8","1","0","1808"
"crowding","8","5","331","3275"
"crowfoot","8","NULL","32","1512"
"crowning","8","3","217","3372"
"crucible","8","1","258","1273"
"crucifix","8","3","230","1102"
"converse","8","5","1252","5052"
"convince","8","4","12075","4477"
"converts","8","5","4328","4811"
"conveyed","8","9","898","4113"
"conveyer","8","NULL","22","3853"
"conveyor","8","3","202","3584"
"convicts","8","4","469","3819"
"convulse","8","NULL","53","3344"
"cookbook","8","NULL","2402","2515"
"Coolidge","8","26","425","3076"
"coolness","8","5","372","3519"
"copulate","8","NULL","94","3508"
"copybook","8","NULL","31","2134"
"coquetry","8","NULL","12","2472"
"corduroy","8","1","195","3046"
"cornered","8","1","549","5377"
"corniest","8","1","35","4022"
"cornmeal","8","2","270","3238"
"Coronado","8","2","190","3251"
"coronary","8","7","419","3489"
"corporal","8","4","778","3774"
"corridor","8","17","2970","3652"
"corrupts","8","1","536","3092"
"cortical","8","3","183","4283"
"corvette","8","NULL","1511","3795"
"cosmetic","8","1","1754","3558"
"cosmical","8","1","6","3109"
"costlier","8","1","60","4069"
"costumed","8","1","120","3963"
"costumer","8","NULL","93","3703"
"costumes","8","18","1547","3771"
"cotilion","8","NULL","0","3690"
"cottages","8","6","220","3447"
"cotton's","8","1","13","3214"
"coughing","8","3","530","4355"
"couldn't","8","175","64083","2488"
"could've","8","1","1511","2556"
"councils","8","6","855","3111"
"counters","8","8","3751","4559"
"countess","8","NULL","530","4336"
"counties","8","35","2424","4224"
"counting","8","12","8449","5174"
"county's","8","2","252","3177"
"couplers","8","4","372","4352"
"couple's","8","1","230","3493"
"coupling","8","9","1218","4701"
"conjoint","8","NULL","43","4219"
"conjugal","8","3","175","3276"
"conjunct","8","NULL","169","3337"
"conjured","8","2","226","4246"
"conjures","8","2","194","4054"
"connects","8","2","4227","3904"
"conniver","8","1","7","4012"
"connotes","8","1","99","4220"
"conquest","8","9","2440","3983"
"conserve","8","3","1201","5000"
"consider","8","127","78623","4386"
"consists","8","43","11613","4262"
"consoled","8","2","90","4712"
"consoles","8","4","2821","4520"
"consomme","8","NULL","29","3624"
"conspire","8","1","493","3665"
"constant","8","71","18068","4453"
"construe","8","1","202","3783"
"consular","8","1","588","3869"
"consumed","8","13","2620","4340"
"consumer","8","37","14613","4080"
"consumes","8","1","883","4148"
"contacts","8","25","10686","4128"
"contains","8","38","52018","4765"
"contempt","8","15","2501","4139"
"contends","8","5","476","4740"
"contents","8","16","22548","4997"
"contests","8","8","2149","5181"
"contexts","8","2","1461","4100"
"continue","8","107","55897","5054"
"contours","8","15","816","4002"
"contract","8","60","47097","4320"
"contrary","8","52","12919","4308"
"contrast","8","74","9170","4366"
"contrite","8","1","79","4896"
"contrive","8","1","109","4192"
"controls","8","30","17007","3888"
"convened","8","2","506","4951"
"converge","8","3","576","4692"
"complete","8","181","103017","4313"
"composes","8","2","141","3871"
"complied","8","6","804","4339"
"composed","8","40","6262","4063"
"composer","8","31","4050","3803"
"compound","8","11","4369","3246"
"compress","8","2","4355","4001"
"comprise","8","11","1457","3689"
"comrades","8","10","967","3612"
"computed","8","21","1399","4042"
"computer","8","13","253358","3782"
"computes","8","2","490","3850"
"conceals","8","2","227","3913"
"conceded","8","11","889","5128"
"concedes","8","1","259","4936"
"conceive","8","14","1352","3612"
"concepts","8","27","14617","3650"
"concerns","8","43","13502","4881"
"concerto","8","11","1555","4951"
"concerts","8","26","3754","4967"
"conclave","8","2","45","3508"
"conclude","8","16","5858","3380"
"Concorde","8","1","531","3885"
"concrete","8","48","7961","4191"
"condemns","8","3","533","3949"
"condense","8","1","277","4638"
"condoned","8","1","383","4964"
"conducts","8","4","1252","3828"
"confines","8","7","851","5097"
"confetti","8","NULL","184","4204"
"confided","8","8","220","4276"
"confined","8","16","2546","5289"
"confirms","8","3","1510","3218"
"conflict","8","52","16956","3907"
"confused","8","44","18084","4185"
"conforms","8","5","694","3482"
"confound","8","NULL","221","3376"
"confront","8","8","2347","3744"
"confuses","8","1","1019","3993"
"congrats","8","NULL","1094","4440"
"congress","8","152","42314","4517"
"coherent","8","5","3753","4269"
"cohesion","8","6","364","3223"
"cohesive","8","11","548","2757"
"coiffure","8","1","20","2402"
"coincide","8","12","1708","2913"
"colander","8","NULL","118","3755"
"coldness","8","4","184","3493"
"coleslaw","8","NULL","43","3282"
"collagen","8","3","331","3771"
"collages","8","2","68","3946"
"collapse","8","7","5499","3288"
"collared","8","1","109","4516"
"collated","8","1","448","4634"
"collects","8","5","2002","3890"
"colleges","8","39","4418","4091"
"collided","8","1","295","4447"
"colloquy","8","1","36","3089"
"Colombia","8","1","2794","2867"
"colonels","8","1","134","3182"
"colonial","8","21","2881","3475"
"colossal","8","3","704","2950"
"colonies","8","7","2797","3742"
"colonist","8","NULL","107","3515"
"colonize","8","NULL","469","3120"
"colony's","8","1","51","2967"
"Colorado","8","13","18474","3344"
"colorful","8","21","2462","3035"
"coloring","8","7","1559","5025"
"colossus","8","2","3176","2748"
"Columbia","8","18","17921","2710"
"Columbus","8","14","7284","2608"
"Comanche","8","1","370","3110"
"combined","8","40","14078","4812"
"combines","8","7","2571","4620"
"comeback","8","2","1396","2956"
"comedian","8","5","1124","3578"
"comedies","8","2","463","3785"
"comedown","8","NULL","61","2925"
"comforts","8","5","437","3019"
"commando","8","2","1232","3292"
"commands","8","15","25319","3317"
"commence","8","3","1045","3695"
"commends","8","1","68","3578"
"comments","8","30","76991","3835"
"commerce","8","58","9822","4294"
"commoner","8","1","129","3939"
"commonly","8","29","10470","3255"
"communal","8","4","1024","3256"
"communes","8","5","177","3627"
"commuted","8","2","128","3889"
"commuter","8","10","890","3629"
"commutes","8","2","106","3697"
"compacts","8","1","107","3391"
"compared","8","71","27910","4293"
"compares","8","6","2448","4101"
"clasping","8","4","161","3114"
"competed","8","2","648","4586"
"competes","8","1","504","4394"
"compiled","8","10","17113","4247"
"compiler","8","7","29044","3987"
"complain","8","11","12433","4049"
"classics","8","9","4488","1810"
"classify","8","6","1700","1580"
"clattery","8","1","3","2949"
"Claude's","8","1","75","1456"
"clearing","8","16","4305","3425"
"clavicle","8","NULL","48","1769"
"cleaners","8","8","896","2708"
"cleaning","8","37","9555","3304"
"cleansed","8","1","483","2511"
"cleanups","8","1","99","1384"
"cleavage","8","2","707","1220"
"clemency","8","2","148","1712"
"clenched","8","5","767","2143"
"clenches","8","1","44","1951"
"clerical","8","9","713","2349"
"clerking","8","1","28","2917"
"cleverly","8","4","919","2469"
"clicking","8","1","3709","2818"
"client's","8","7","2193","1744"
"climates","8","1","743","2326"
"climaxed","8","2","253","1719"
"climaxes","8","1","133","1527"
"climbing","8","11","5863","2616"
"clinched","8","1","163","2359"
"clincher","8","1","222","2099"
"clinches","8","1","55","2167"
"clinging","8","7","893","2929"
"clinical","8","27","8913","2071"
"clippers","8","NULL","652","2131"
"clitoris","8","NULL","1933","2033"
"clobbers","8","1","52","1968"
"clocking","8","1","327","2923"
"clogging","8","2","634","2578"
"cloister","8","NULL","166","2534"
"closeout","8","NULL","394","1446"
"closeted","8","1","290","2792"
"closeups","8","2","128","1289"
"clothier","8","1","28","2110"
"clothing","8","20","10044","3128"
"clowning","8","1","89","2879"
"clubfoot","8","NULL","34","741"
"clucking","8","1","54","2730"
"clueless","8","NULL","5243","2565"
"clumsily","8","1","207","1207"
"clusters","8","5","2784","2807"
"clutched","8","7","383","1934"
"clutches","8","3","540","1742"
"coaching","8","6","1950","4419"
"coachman","8","3","30","3125"
"coachmen","8","2","12","3208"
"coalesce","8","1","102","3610"
"coalface","8","NULL","1","2588"
"coalhole","8","NULL","0","2728"
"coalmine","8","NULL","81","3561"
"coarsely","8","1","179","3025"
"coatings","8","12","629","4812"
"coauthor","8","NULL","194","2621"
"cockatoo","8","1","271","2971"
"cockeyed","8","1","63","3525"
"cockpits","8","1","122","2987"
"cocksure","8","NULL","25","2826"
"cocktail","8","25","1491","2765"
"coconuts","8","3","292","2789"
"codified","8","1","441","3360"
"coercion","8","4","2223","3213"
"coercive","8","2","979","2747"
"cogently","8","1","71","3014"
"cogitate","8","NULL","20","3673"
"cognomen","8","NULL","4","2752"
"cogwheel","8","NULL","17","2366"
"chickens","8","13","1732","1965"
"chickpea","8","NULL","40","1428"
"chiefdom","8","1","1","1143"
"chiggers","8","1","48","2325"
"childish","8","11","2886","1758"
"children","8","355","96102","2021"
"chillier","8","1","6","2458"
"chilling","8","5","1318","3476"
"chimneys","8","3","99","1354"
"Chinaman","8","1","114","2013"
"chinless","8","2","11","2932"
"chipmunk","8","NULL","214","1042"
"chipping","8","6","669","2958"
"chirping","8","1","165","2905"
"chiseled","8","2","123","2904"
"chitchat","8","NULL","85","2168"
"chivalry","8","NULL","450","1346"
"chloride","8","5","904","1826"
"chlorine","8","33","2111","2776"
"Choctaws","8","3","42","1401"
"choicest","8","2","49","2292"
"choirboy","8","NULL","16","1129"
"choleric","8","NULL","11","3445"
"choosing","8","11","7051","3035"
"chopping","8","5","731","3010"
"chortled","8","3","41","2610"
"chorused","8","1","34","2355"
"choruses","8","2","281","2163"
"chowders","8","1","12","2345"
"Christen","8","NULL","102","2745"
"Christ's","8","20","1420","2125"
"chromium","8","4","4451","1233"
"Chrysler","8","3","3986","1712"
"chuckled","8","8","804","2269"
"chuckles","8","1","340","2077"
"chugging","8","2","186","2548"
"churches","8","96","5889","1859"
"churchly","8","1","10","1250"
"church's","8","8","1424","1297"
"churlish","8","NULL","71","1713"
"churning","8","3","448","2827"
"Cicero's","8","1","43","2323"
"ciliated","8","3","7","2535"
"cinnamon","8","NULL","1368","1452"
"circling","8","2","663","2777"
"circuits","8","4","5055","1250"
"circular","8","21","5029","1279"
"citation","8","5","2405","2145"
"citizens","8","86","26476","1253"
"citywide","8","1","39","663"
"civilian","8","24","5954","1764"
"civility","8","1","674","1636"
"civilize","8","NULL","53","1349"
"claimant","8","8","183","1928"
"claiming","8","16","11561","2972"
"clambake","8","NULL","78","1292"
"clamored","8","1","53","2726"
"clamping","8","3","441","3066"
"clanking","8","1","68","3306"
"clannish","8","1","17","2087"
"clansman","8","NULL","24","2211"
"clapping","8","6","484","3026"
"claptrap","8","NULL","280","1616"
"Clarence","8","8","1663","2786"
"clarinet","8","1","1634","3237"
"cavities","8","1","399","2708"
"ceilings","8","1","637","2888"
"celerity","8","1","220","3145"
"celibacy","8","NULL","498","1256"
"cellular","8","3","7932","1827"
"centered","8","14","3653","4281"
"center's","8","2","612","3393"
"cemented","8","4","214","2718"
"cemetery","8","15","1475","2450"
"censored","8","2","2906","2699"
"censured","8","1","170","2476"
"censures","8","2","28","2284"
"censuses","8","3","133","2113"
"ceramics","8","3","626","1691"
"cerebral","8","8","1052","2077"
"cerebrum","8","NULL","50","1498"
"ceremony","8","18","5060","1854"
"cervical","8","NULL","354","1866"
"cesspool","8","NULL","475","1213"
"chaffing","8","1","30","2839"
"chairing","8","1","118","3322"
"chairman","8","67","11306","1782"
"chairmen","8","9","346","1865"
"chambers","8","11","4199","2335"
"champion","8","23","8243","1965"
"changing","8","44","29703","3311"
"channels","8","23","16104","1914"
"chanting","8","2","1328","3982"
"chaplain","8","5","313","2372"
"chapters","8","16","5245","2784"
"charcoal","8","14","853","1828"
"charging","8","8","5142","3167"
"charisma","8","1","742","2175"
"charming","8","24","2672","3261"
"charters","8","4","1488","3201"
"charting","8","7","732","3816"
"chastise","8","NULL","168","2578"
"chastity","8","NULL","589","2557"
"chattels","8","1","52","2120"
"chatting","8","2","1400","3649"
"cheating","8","1","3253","3823"
"checking","8","5","16444","3127"
"checkoff","8","NULL","57","1332"
"checkout","8","NULL","975","1509"
"cheerful","8","10","699","2642"
"cheering","8","1","905","4632"
"chemical","8","60","15316","1998"
"chemists","8","4","703","1960"
"chenille","8","NULL","64","1793"
"Cherokee","8","2","1681","1813"
"cherries","8","2","446","2609"
"cherubim","8","1","56","1480"
"Cheshire","8","1","1231","1569"
"chestnut","8","5","1052","1539"
"Cheyenne","8","2","962","1692"
"capacity","8","83","16207","1797"
"capering","8","1","11","4779"
"capitals","8","4","1296","1955"
"capsules","8","3","945","2239"
"captains","8","1","1300","2438"
"captions","8","1","428","2128"
"captious","8","1","4","1949"
"carbines","8","2","86","3894"
"captives","8","2","446","2429"
"captured","8","17","5631","2437"
"captures","8","2","1249","2245"
"caravans","8","2","247","2542"
"cardigan","8","NULL","271","2586"
"cardinal","8","15","2299","3719"
"careened","8","1","50","3994"
"carefree","8","9","323","2749"
"careless","8","8","1155","4187"
"caressed","8","4","839","3830"
"caresses","8","5","281","3638"
"carloads","8","1","28","2172"
"Carnegie","8","8","3318","2348"
"carnival","8","9","1920","2462"
"Caroline","8","2","1563","3778"
"caroller","8","NULL","0","3241"
"carousel","8","NULL","556","2543"
"carpeted","8","3","251","3669"
"carriage","8","11","2568","2684"
"carriers","8","11","6815","3724"
"carryall","8","NULL","9","2547"
"carrying","8","71","14835","3810"
"carryout","8","NULL","48","2229"
"Carthage","8","1","229","2576"
"cartoons","8","6","3309","2718"
"carvings","8","2","208","3798"
"Casanova","8","2","260","1680"
"cascaded","8","1","174","2562"
"cascades","8","1","502","2370"
"casebook","8","1","88","1674"
"casement","8","NULL","25","2399"
"casework","8","13","19","1731"
"cashable","8","NULL","12","1828"
"cashmere","8","2","154","2607"
"casino's","8","1","182","2196"
"cassette","8","NULL","6887","2655"
"castaway","8","NULL","41","2264"
"castrate","8","NULL","109","3672"
"Castro's","8","5","222","2517"
"casually","8","13","1480","1835"
"casualty","8","3","794","1663"
"catacomb","8","NULL","83","1771"
"catalogs","8","2","6966","2019"
"catalyst","8","3","1042","2211"
"catapult","8","NULL","4532","1738"
"cataract","8","NULL","197","2525"
"catchers","8","1","142","3139"
"catching","8","9","3885","3550"
"category","8","23","17024","2310"
"catering","8","3","1001","5427"
"catheter","8","3","378","3028"
"Catholic","8","84","12267","2450"
"Caucasia","8","NULL","18","1665"
"Caucasus","8","1","717","1337"
"caucuses","8","1","282","2094"
"cauldron","8","NULL","1019","1620"
"causally","8","1","188","1703"
"causeway","8","NULL","289","1590"
"cautions","8","1","381","2183"
"cautious","8","10","1959","2004"
"cavalier","8","NULL","1500","2368"
"burnside","8","7","396","1626"
"burrowed","8","1","47","2380"
"bursitis","8","1","48","2403"
"bursting","8","13","933","3693"
